model           cs_top1  cs_top2  cs_top3  cs_top4  cs_top5  cs_top6  cs_top7  cs_top8  cs_top9  cs_top10  cs_all
C1906d1TS131_1  [0.620]  [0.590]  [0.586]  [0.571]  0.571    0.564    0.568    0.567    0.568    0.567     0.470
C1906d1TS228_5  0.537    0.567    0.568    0.564    [0.573]  [0.569]  [0.569]  [0.571]  [0.577]  [0.577]   [0.488]
C1906d1TS228_1  0.518    0.524    0.539    0.548    0.555    0.554    0.553    0.550    0.557    0.556     0.465
C1906d1TS345_4  0.480    0.459    0.462    0.461    0.460    0.463    0.468    0.474    0.472    0.475     0.403
C1906d1TS026_3  0.467    0.476    0.479    0.485    0.484    0.480    0.484    0.481    0.481    0.480     0.433
C1906d1TS010_3  0.454    0.439    0.450    0.452    0.451    0.447    0.448    0.443    0.445    0.443     0.403
C1906d1TS026_1  0.450    0.454    0.458    0.459    0.462    0.461    0.463    0.466    0.467    0.468     0.428
C1906d1TS010_1  0.439    0.449    0.469    0.475    0.487    0.485    0.489    0.484    0.485    0.484     0.424
C1906d1TS215_3  0.407    0.409    0.412    0.411    0.414    0.412    0.412    0.412    0.413    0.413     0.377
C1906d1TS345_5  0.388    0.418    0.423    0.416    0.414    0.424    0.420    0.418    0.426    0.422     0.361
C1906d1TS067_3  0.237    0.239    0.240    0.241    0.241    0.241    0.241    0.240    0.240    0.240     0.247
C1906d1TS247_1  0        0.548    0.558    0.553    0.566    0.564    0.565    0.562    0.565    0.565     0.480
C1906d1TS026_4  0        0.539    0.546    0.545    0.554    0.551    0.551    0.551    0.556    0.558     0.474
C1906d1TS247_3  0        0.535    0.540    0.542    0.549    0.547    0.550    0.547    0.549    0.550     0.469
C1906d1TS258_1  0        0.528    0.536    0.540    0.553    0.549    0.556    0.557    0.567    0.574     0.475
C1906d1TS026_2  0        0.495    0.507    0.527    0.527    0.520    0.520    0.515    0.515    0.514     0.456
C1906d1TS270_1  0        0.458    0.472    0.478    0.488    0.483    0.483    0.481    0.482    0.482     0.430
C1906d1TS010_2  0        0.443    0.457    0.459    0.476    0.473    0.475    0.473    0.473    0.473     0.421
C1906d1TS215_1  0        0.443    0.446    0.442    0.446    0.451    0.450    0.453    0.453    0.455     0.397
C1906d1TS215_5  0        0.431    0.434    0.434    0.437    0.435    0.437    0.437    0.438    0.442     0.396
C1906d1TS010_4  0        0.428    0.434    0.445    0.449    0.451    0.455    0.450    0.456    0.454     0.408
C1906d1TS345_3  0        0.387    0.391    0.398    0.400    0.401    0.401    0.401    0.401    0.400     0.370
C1906d1TS049_4  0        0.198    0.198    0.198    0.198    0.198    0.199    0.202    0.201    0.201     0.227
C1906d1TS438_2  0        0        0.538    0.544    0.549    0.553    0.553    0.551    0.556    0.556     0.479
C1906d1TS258_3  0        0        0.535    0.533    0.544    0.540    0.543    0.546    0.551    0.560     0.473
C1906d1TS073_4  0        0        0.518    0.513    0.519    0.516    0.515    0.515    0.519    0.520     0.458
C1906d1TS073_3  0        0        0.505    0.502    0.506    0.509    0.509    0.507    0.509    0.510     0.452
C1906d1TS010_5  0        0        0.465    0.468    0.478    0.479    0.484    0.480    0.482    0.483     0.427
C1906d1TS273_4  0        0        0.409    0.424    0.428    0.424    0.426    0.423    0.423    0.422     0.411
C1906d1TS240_2  0        0        0        0.470    0.475    0.473    0.475    0.472    0.473    0.473     0.454
C1906d1TS273_1  0        0        0        0.423    0.427    0.424    0.426    0.423    0.423    0.423     0.411
C1906d1TS123_4  0        0        0        0.385    0.387    0.386    0.387    0.386    0.386    0.386     0.373
C1906d1TS258_5  0        0        0        0        0.557    0.553    0.557    0.562    0.567    0.575     0.482
