model         cs_top1  cs_top2  cs_top3  cs_top4  cs_top5  cs_top6  cs_top7  cs_top8  cs_top9  cs_top10  cs_top15  cs_top20  cs_top25  cs_top30  cs_top35  cs_top40  cs_top45  cs_top50
C1904TS401_1  [0.608]  [0.535]  0.495    0.481    0.472    0.469    0.466    0.455    0.448    0.444     0.425     0.412     0.405     0.401     0.397     0.393     0.390     0.387
C1904TS156_4  0.523    0.523    0.531    0.550    0.560    0.567    0.574    0.564    0.558    0.555     0.532     0.516     0.509     0.506     0.502     0.498     0.495     0.491
C1904TS156_1  0.523    0.527    [0.539]  0.553    [0.564]  0.572    [0.580]  0.568    0.560    0.558     0.532     0.515     0.508     0.505     0.501     0.496     0.493     0.489
C1904TS044_1  0.516    0.522    0.516    0.513    0.512    0.516    0.513    0.508    0.512    0.514     0.515     0.512     [0.511]   [0.512]   [0.512]   [0.507]   [0.501]   [0.495]
C1904TS213_1  0.490    0.505    0.502    0.501    0.502    0.506    0.504    0.498    0.502    0.505     0.507     0.504     0.504     0.505     0.505     0.501     0.495     0.489
C1904TS131_2  0.433    0.439    0.454    0.457    0.462    0.469    0.471    0.469    0.472    0.474     0.476     0.477     0.479     0.479     0.478     0.477     0.476     0.475
C1904TS438_2  0.408    0.424    0.431    0.436    0.449    0.457    0.464    0.466    0.468    0.471     0.478     0.476     0.475     0.474     0.475     0.478     0.483     0.482
C1904TS215_1  0.406    0.445    0.445    0.436    0.432    0.430    0.432    0.431    0.429    0.428     0.424     0.424     0.421     0.419     0.417     0.414     0.412     0.409
C1904TS215_2  0.405    0.418    0.427    0.423    0.429    0.427    0.426    0.422    0.421    0.421     0.431     0.424     0.420     0.419     0.419     0.417     0.414     0.411
C1904TS299_1  0.387    0.394    0.401    0.405    0.408    0.422    0.427    0.424    0.423    0.423     0.422     0.418     0.422     0.421     0.421     0.423     0.422     0.421
C1904TS405_3  0.315    0.322    0.339    0.341    0.341    0.342    0.342    0.340    0.340    0.340     0.342     0.343     0.345     0.344     0.343     0.342     0.342     0.343
