model         cs_top1  cs_top2  cs_top3  cs_top4  cs_top5  cs_top6  cs_top7  cs_top8  cs_top9  cs_top10  cs_top15  cs_top20  cs_top25  cs_top30  cs_top35  cs_top40  cs_top45  cs_top50
C1907TS102_2  [0.595]  0.593    0.587    0.587    0.593    0.597    0.597    0.604    0.611    0.613     0.616     0.612     0.609     0.604     [0.600]   [0.600]   0.596     0.594
C1907TS131_1  0.584    [0.600]  0.599    0.600    0.605    0.612    0.607    0.611    0.616    0.621     0.623     0.616     0.610     0.604     0.599     0.598     0.595     0.594
C1907TS299_4  0.583    0.587    0.585    0.587    0.595    0.603    0.601    0.607    0.615    0.618     0.623     0.615     0.610     0.604     0.598     0.598     0.594     0.593
C1907TS299_5  0.582    0.590    0.588    0.592    0.600    0.609    0.607    [0.613]  [0.621]  [0.623]   [0.625]   [0.617]   0.611     [0.605]   [0.600]   [0.600]   [0.597]   [0.596]
C1907TS131_4  0.575    0.586    0.583    0.585    0.593    0.599    0.595    0.601    0.606    0.610     0.613     0.606     0.600     0.594     0.588     0.588     0.584     0.583
C1907TS414_1  0.556    0.539    0.534    0.529    0.527    0.527    0.526    0.533    0.535    0.541     0.540     0.538     0.536     0.533     0.532     0.531     0.532     0.530
C1907TS087_2  0.549    0.526    0.512    0.506    0.506    0.509    0.506    0.514    0.521    0.520     0.515     0.510     0.507     0.504     0.502     0.501     0.499     0.497
C1907TS359_1  0.541    0.540    0.537    0.537    0.540    0.542    0.540    0.544    0.549    0.550     0.553     0.550     0.548     0.547     0.545     0.546     0.543     0.543
C1907TS414_3  0.537    0.532    0.529    0.526    0.526    0.527    0.525    0.528    0.531    0.535     0.537     0.535     0.536     0.533     0.534     0.535     0.535     0.534
C1907TS152_4  0.520    0.528    0.530    0.534    0.535    0.536    0.532    0.534    0.537    0.537     0.536     0.531     0.530     0.529     0.528     0.528     0.526     0.526
C1907TS273_1  0.501    0.509    0.519    0.513    0.512    0.516    0.517    0.512    0.504    0.500     0.493     0.482     0.476     0.472     0.468     0.464     0.460     0.457
C1907TS010_2  0.498    0.504    0.521    0.513    0.515    0.515    0.515    0.510    0.503    0.499     0.493     0.482     0.477     0.473     0.470     0.465     0.462     0.458
C1907TS073_5  0.497    0.488    0.489    0.487    0.486    0.485    0.482    0.487    0.487    0.489     0.487     0.491     0.491     0.490     0.493     0.492     0.490     0.489
C1907TS213_1  0.476    0.518    0.527    0.535    0.527    0.526    0.530    0.528    0.524    0.524     0.517     0.506     0.500     0.496     0.493     0.490     0.487     0.482
C1907TS073_2  0.466    0.458    0.461    0.460    0.459    0.459    0.457    0.459    0.459    0.461     0.462     0.467     0.467     0.467     0.468     0.468     0.469     0.468
C1907TS131_2  0        [0.600]  [0.600]  0.600    0.605    0.612    0.607    0.611    0.616    0.621     0.623     0.616     0.610     0.604     0.599     0.598     0.595     0.594
C1907TS131_3  0        0.589    0.588    0.591    0.596    0.602    0.597    0.601    0.606    0.610     0.613     0.606     0.601     0.595     0.590     0.589     0.586     0.585
C1907TS299_3  0        0.588    0.586    0.589    0.598    0.606    0.604    0.611    0.619    0.621     [0.625]   [0.617]   0.610     0.604     0.598     0.598     0.594     0.593
C1907TS210_2  0        0.578    0.576    0.581    0.590    0.598    0.597    0.602    0.610    0.612     0.615     0.608     0.602     0.596     0.590     0.591     0.587     0.586
C1907TS369_1  0        0.573    0.569    0.571    0.577    0.582    0.580    0.585    0.594    0.598     0.602     0.596     0.592     0.588     0.584     0.584     0.581     0.580
C1907TS405_3  0        0.560    0.564    0.565    0.568    0.570    0.565    0.567    0.571    0.571     0.572     0.565     0.563     0.561     0.558     0.558     0.556     0.554
C1907TS152_1  0        0.530    0.529    0.528    0.529    0.531    0.528    0.531    0.534    0.538     0.539     0.537     0.535     0.536     0.538     0.541     0.541     0.541
C1907TS213_4  0        0.521    0.535    0.544    0.536    0.536    0.537    0.533    0.530    0.529     0.523     0.512     0.507     0.503     0.498     0.495     0.492     0.487
C1907TS010_5  0        0.520    0.516    0.518    0.528    0.523    0.518    0.516    0.513    0.512     0.506     0.498     0.494     0.493     0.492     0.490     0.488     0.485
C1907TS213_2  0        0.518    0.531    0.537    0.530    0.528    0.528    0.525    0.522    0.521     0.514     0.504     0.499     0.495     0.491     0.488     0.485     0.480
C1907TS273_2  0        0.508    0.527    0.519    0.519    0.518    0.521    0.516    0.510    0.506     0.501     0.490     0.485     0.480     0.477     0.473     0.469     0.466
C1907TS240_5  0        0.507    0.504    0.503    0.503    0.503    0.501    0.504    0.506    0.508     0.511     0.511     0.510     0.509     0.511     0.512     0.512     0.511
C1907TS087_1  0        0.501    0.499    0.497    0.497    0.496    0.495    0.500    0.501    0.501     0.503     0.504     0.502     0.497     0.495     0.493     0.491     0.488
C1907TS010_3  0        0.441    0.440    0.436    0.435    0.440    0.443    0.444    0.444    0.444     0.442     0.441     0.441     0.440     0.440     0.439     0.439     0.438
C1907TS131_5  0        0        [0.600]  [0.601]  [0.606]  [0.613]  [0.608]  [0.613]  0.618    [0.623]   [0.625]   [0.617]   [0.612]   [0.605]   [0.600]   0.599     0.596     0.595
C1907TS299_1  0        0        0.579    0.583    0.593    0.601    0.599    0.606    0.615    0.617     0.620     0.613     0.607     0.600     0.594     0.595     0.591     0.590
C1907TS210_1  0        0        0.578    0.583    0.592    0.599    0.598    0.604    0.613    0.615     0.619     0.611     0.605     0.599     0.593     0.593     0.589     0.588
C1907TS405_4  0        0        0.564    0.564    0.566    0.567    0.563    0.565    0.569    0.570     0.570     0.564     0.561     0.559     0.557     0.556     0.555     0.554
C1907TS152_3  0        0        0.559    0.561    0.565    0.568    0.567    0.573    0.578    0.581     0.585     0.583     0.580     0.577     0.575     0.576     0.573     0.573
C1907TS213_3  0        0        0.530    0.537    0.530    0.530    0.532    0.529    0.525    0.524     0.518     0.508     0.502     0.499     0.495     0.492     0.488     0.483
C1907TS152_2  0        0        0.527    0.526    0.527    0.528    0.526    0.528    0.533    0.537     0.538     0.537     0.535     0.535     0.538     0.542     0.543     0.543
C1907TS414_4  0        0        0.518    0.515    0.514    0.516    0.514    0.520    0.525    0.532     0.531     0.533     0.532     0.529     0.529     0.529     0.529     0.528
C1907TS273_3  0        0        0.511    0.522    0.514    0.513    0.516    0.512    0.508    0.508     0.503     0.493     0.488     0.483     0.479     0.476     0.473     0.468
C1907TS073_4  0        0        0.493    0.490    0.493    0.491    0.488    0.490    0.491    0.492     0.492     0.494     0.496     0.494     0.496     0.494     0.492     0.492
C1907TS456_4  0        0        0.429    0.429    0.428    0.429    0.429    0.430    0.432    0.434     0.436     0.439     0.442     0.444     0.446     0.447     0.450     0.451
C1907TS210_3  0        0        0        0.567    0.571    0.573    0.570    0.572    0.578    0.578     0.578     0.572     0.571     0.569     0.568     0.568     0.565     0.563
C1907TS213_5  0        0        0        0.538    0.532    0.530    0.532    0.529    0.526    0.525     0.519     0.508     0.502     0.497     0.493     0.489     0.486     0.481
