model         cs_top1  cs_top2  cs_top3  cs_top4  cs_top5  cs_top6  cs_top7  cs_top8  cs_top9  cs_top10  cs_top15  cs_top20  cs_top25  cs_top30  cs_top35  cs_top40  cs_top45  cs_top50
C1905TS369_4  [0.423]  0.413    0.410    0.416    0.411    0.408    0.408    0.410    0.411    0.409     0.406     0.404     0.401     0.400     0.400     0.400     0.398     0.397
C1905TS213_5  0.413    0.424    0.419    0.424    0.430    0.431    0.433    0.431    0.424    0.429     0.427     0.426     [0.425]   [0.423]   [0.424]   [0.421]   [0.418]   [0.414]
C1905TS369_1  0.411    0.421    0.436    0.440    0.434    0.430    0.431    0.430    0.428    0.426     0.420     0.420     0.417     0.416     0.416     0.414     0.413     0.412
C1905TS213_3  0.409    0.424    0.422    0.425    0.427    0.431    0.433    0.431    0.424    0.428     0.424     0.421     0.421     0.419     0.420     0.417     0.413     0.409
C1905TS213_1  0.407    0.417    0.413    0.418    0.420    0.421    0.425    0.424    0.418    0.423     0.421     0.421     0.419     0.419     0.419     0.416     0.412     0.408
C1905TS131_3  0.394    0.418    0.419    [0.443]  [0.436]  [0.440]  [0.448]  [0.453]  [0.452]  [0.459]   [0.444]   [0.433]   0.424     0.421     0.420     0.415     0.412     0.407
C1905TS131_4  0.390    0.409    0.412    0.431    0.425    0.431    0.439    0.446    0.446    0.451     0.437     0.427     0.421     0.417     0.416     0.412     0.408     0.403
C1905TS210_2  0.387    0.367    0.361    0.367    0.364    0.361    0.366    0.364    0.366    0.364     0.363     0.362     0.362     0.361     0.359     0.358     0.357     0.355
C1905TS414_3  0.386    0.386    0.385    0.387    0.387    0.387    0.388    0.388    0.388    0.388     0.388     0.389     0.391     0.391     0.391     0.390     0.389     0.389
C1905TS044_1  0.380    0.394    0.403    0.398    0.393    0.393    0.392    0.396    0.397    0.399     0.410     0.408     0.413     0.413     0.416     0.412     0.414     0.410
C1905TS405_3  0.371    0.352    0.359    0.364    0.367    0.368    0.365    0.366    0.361    0.359     0.352     0.353     0.350     0.348     0.347     0.346     0.344     0.342
C1905TS215_1  0.358    0.363    0.366    0.364    0.361    0.372    0.370    0.374    0.372    0.371     0.380     0.376     0.376     0.376     0.377     0.374     0.374     0.372
C1905TS405_5  0.337    0.377    0.391    0.401    0.405    0.407    0.405    0.401    0.395    0.395     0.387     0.388     0.381     0.374     0.368     0.365     0.361     0.358
C1905TS211_1  0.330    0.329    0.353    0.363    0.362    0.357    0.353    0.355    0.360    0.360     0.364     0.365     0.364     0.360     0.356     0.352     0.351     0.348
C1905TS401_1  0.329    0.329    0.329    0.330    0.331    0.331    0.331    0.331    0.331    0.331     0.335     0.334     0.335     0.335     0.334     0.333     0.334     0.332
C1905TS230_2  0.297    0.296    0.295    0.296    0.304    0.303    0.308    0.312    0.309    0.308     0.309     0.307     0.306     0.305     0.304     0.303     0.303     0.303
C1905TS369_2  0        [0.442]  [0.438]  0.437    0.435    0.431    0.431    0.432    0.431    0.428     0.421     0.420     0.417     0.415     0.417     0.416     0.415     0.413
C1905TS213_2  0        0.418    0.418    0.424    0.426    0.427    0.428    0.428    0.421    0.426     0.424     0.423     0.421     0.419     0.420     0.417     0.413     0.409
C1905TS131_2  0        0.413    0.410    0.429    0.425    0.429    0.444    0.449    [0.452]  0.456     0.441     0.431     0.423     0.419     0.420     0.414     0.410     0.405
C1905TS413_1  0        0.411    0.407    0.412    0.414    0.418    0.419    0.418    0.413    0.418     0.420     0.417     0.416     0.414     0.414     0.412     0.409     0.406
C1905TS228_1  0        0.389    0.394    0.390    0.386    0.385    0.385    0.387    0.388    0.389     0.398     0.397     0.400     0.400     0.405     0.402     0.403     0.400
C1905TS215_2  0        0.385    0.393    0.385    0.379    0.383    0.385    0.388    0.385    0.386     0.389     0.387     0.385     0.382     0.383     0.381     0.380     0.377
C1905TS156_1  0        0.383    0.383    0.385    0.389    0.390    0.389    0.389    0.390    0.390     0.389     0.389     0.389     0.394     0.393     0.393     0.395     0.394
C1905TS210_4  0        0.383    0.400    0.407    0.413    0.420    0.419    0.413    0.408    0.408     0.400     0.400     0.391     0.384     0.377     0.374     0.369     0.367
C1905TS210_1  0        0.345    0.356    0.354    0.366    0.362    0.365    0.363    0.360    0.358     0.355     0.353     0.352     0.351     0.351     0.351     0.350     0.349
C1905TS258_4  0        0.309    0.309    0.310    0.310    0.310    0.310    0.311    0.316    0.316     0.316     0.318     0.319     0.318     0.320     0.319     0.320     0.320
C1905TS346_1  0        0.199    0.198    0.198    0.197    0.197    0.197    0.198    0.198    0.198     0.198     0.198     0.198     0.198     0.198     0.198     0.198     0.198
C1905TS369_3  0        0        0.412    0.419    0.415    0.415    0.414    0.413    0.415    0.413     0.407     0.410     0.407     0.405     0.405     0.404     0.402     0.402
C1905TS301_1  0        0        0.403    0.398    0.393    0.393    0.392    0.396    0.397    0.399     0.410     0.408     0.413     0.413     0.416     0.412     0.414     0.410
C1905TS405_1  0        0        0.400    0.407    0.413    0.420    0.419    0.413    0.408    0.408     0.401     0.400     0.391     0.384     0.377     0.374     0.369     0.367
C1905TS215_3  0        0        0.372    0.367    0.363    0.364    0.363    0.364    0.367    0.366     0.372     0.371     0.371     0.371     0.373     0.371     0.371     0.369
C1905TS258_3  0        0        0.290    0.291    0.291    0.291    0.291    0.291    0.296    0.296     0.294     0.295     0.298     0.298     0.300     0.299     0.299     0.298
C1905TS213_4  0        0        0        0.422    0.426    0.427    0.430    0.430    0.423    0.426     0.426     0.423     0.421     0.419     0.420     0.417     0.413     0.410
C1905TS102_2  0        0        0        0.385    0.384    0.384    0.388    0.389    0.388    0.388     0.385     0.384     0.383     0.389     0.392     0.393     0.395     0.393
C1905TS273_1  0        0        0        0.362    0.363    0.357    0.354    0.355    0.360    0.361     0.366     0.365     0.363     0.360     0.357     0.353     0.351     0.349
C1905TS131_1  0        0        0        0        0.425    0.428    0.438    0.442    0.446    0.451     0.442     0.431     0.423     0.420     0.421     0.415     0.411     0.407
C1905TS156_4  0        0        0        0        0.395    0.397    0.396    0.396    0.397    0.397     0.397     0.395     0.396     0.397     0.398     0.398     0.401     0.400
C1905TS156_5  0        0        0        0        0.386    0.388    0.387    0.387    0.390    0.389     0.388     0.387     0.386     0.387     0.388     0.388     0.390     0.389
C1905TS413_3  0        0        0        0        0.382    0.385    0.386    0.391    0.390    0.393     0.393     0.394     0.392     0.393     0.392     0.392     0.391     0.391
C1905TS359_1  0        0        0        0        0.365    0.365    0.365    0.366    0.365    0.366     0.363     0.365     0.363     0.364     0.365     0.364     0.365     0.365
C1905TS131_5  0        0        0        0        0        0.425    0.441    0.446    0.446    0.453     0.440     0.430     0.422     0.419     0.418     0.412     0.408     0.404
C1905TS156_2  0        0        0        0        0        0.395    0.395    0.394    0.395    0.395     0.395     0.394     0.394     0.395     0.395     0.396     0.398     0.397
C1905TS405_2  0        0        0        0        0        0.380    0.384    0.384    0.381    0.384     0.380     0.380     0.380     0.380     0.380     0.380     0.380     0.378
C1905TS438_2  0        0        0        0        0        0.373    0.374    0.378    0.379    0.384     0.386     0.388     0.384     0.386     0.387     0.387     0.386     0.387
C1905TS211_4  0        0        0        0        0        0.285    0.286    0.286    0.288    0.288     0.289     0.292     0.293     0.298     0.299     0.300     0.300     0.302
C1905TS369_5  0        0        0        0        0        0        0.401    0.401    0.401    0.401     0.397     0.397     0.395     0.395     0.397     0.395     0.395     0.395
C1905TS438_5  0        0        0        0        0        0        0        0.382    0.384    0.388     0.392     0.393     0.389     0.390     0.391     0.391     0.390     0.391
C1905TS405_4  0        0        0        0        0        0        0        0.365    0.364    0.364     0.364     0.367     0.365     0.363     0.366     0.366     0.369     0.372
C1905TS210_3  0        0        0        0        0        0        0        0        0.391    0.391     0.391     0.394     0.393     0.391     0.391     0.392     0.393     0.394
C1905TS438_3  0        0        0        0        0        0        0        0        0.382    0.387     0.391     0.391     0.388     0.389     0.390     0.390     0.389     0.389
C1905TS413_5  0        0        0        0        0        0        0        0        0.373    0.374     0.377     0.377     0.379     0.379     0.379     0.377     0.376     0.375
C1905TS152_5  0        0        0        0        0        0        0        0        0.290    0.290     0.293     0.295     0.296     0.301     0.302     0.305     0.305     0.308
C1905TS438_1  0        0        0        0        0        0        0        0        0        0.386     0.389     0.390     0.386     0.387     0.388     0.389     0.388     0.388
C1905TS073_3  0        0        0        0        0        0        0        0        0        0.321     0.320     0.319     0.319     0.319     0.320     0.320     0.320     0.321
C1905TS156_3  0        0        0        0        0        0        0        0        0        0         0.399     0.398     0.398     0.399     0.400     0.400     0.403     0.401
C1905TS087_1  0        0        0        0        0        0        0        0        0        0         0.394     0.393     0.392     0.393     0.395     0.396     0.398     0.398
C1905TS438_4  0        0        0        0        0        0        0        0        0        0         0.392     0.392     0.389     0.390     0.391     0.391     0.390     0.390
C1905TS215_5  0        0        0        0        0        0        0        0        0        0         0.375     0.377     0.378     0.380     0.380     0.379     0.379     0.377
C1905TS299_1  0        0        0        0        0        0        0        0        0        0         0.375     0.375     0.375     0.376     0.376     0.377     0.378     0.379
C1905TS152_1  0        0        0        0        0        0        0        0        0        0         0.373     0.374     0.377     0.377     0.377     0.375     0.374     0.373
C1905TS215_4  0        0        0        0        0        0        0        0        0        0         0.369     0.371     0.372     0.374     0.375     0.373     0.372     0.371
