model         cs_top1  cs_top2  cs_top3  cs_top4  cs_top5  cs_top6  cs_top7  cs_top8  cs_top9  cs_top10  cs_top15  cs_top20  cs_top25  cs_top30  cs_top35  cs_top40  cs_top45  cs_top50
C1908TS438_1  [0.430]  0.416    0.412    0.408    0.405    0.413    0.414    0.414    0.409    0.408     0.407     0.405     0.407     0.408     0.408     0.408     0.407     0.405
C1908TS152_1  0.421    0.432    0.431    0.430    0.426    0.431    0.434    0.434    0.432    0.432     0.436     0.432     0.428     0.427     0.424     0.423     0.421     0.417
C1908TS131_2  0.421    [0.440]  0.420    0.430    0.419    0.417    0.423    0.416    0.417    0.416     0.418     0.417     0.418     0.415     0.413     0.410     0.405     0.401
C1908TS213_2  0.411    0.404    0.434    0.440    0.445    0.456    0.462    0.465    0.460    0.465     [0.471]   [0.463]   [0.458]   [0.457]   0.453     [0.450]   0.445     0.439
C1908TS213_3  0.405    0.399    0.429    0.433    0.441    0.451    0.457    0.461    0.456    0.461     0.466     0.458     0.453     0.452     0.448     0.445     0.441     0.435
C1908TS131_1  0.405    0.434    0.415    0.431    0.419    0.417    0.421    0.413    0.415    0.413     0.415     0.417     0.418     0.414     0.412     0.408     0.403     0.400
C1908TS438_4  0.402    0.401    0.403    0.400    0.398    0.400    0.399    0.402    0.397    0.398     0.398     0.396     0.400     0.402     0.403     0.404     0.402     0.401
C1908TS087_1  0.387    0.394    0.394    0.393    0.391    0.391    0.392    0.393    0.391    0.390     0.393     0.394     0.396     0.397     0.398     0.399     0.400     0.399
C1908TS369_1  0.377    0.381    0.378    0.381    0.384    0.384    0.384    0.382    0.384    0.383     0.386     0.385     0.385     0.387     0.388     0.388     0.387     0.386
C1908TS414_5  0.369    0.410    0.409    0.408    0.401    0.400    0.402    0.399    0.395    0.393     0.390     0.387     0.385     0.387     0.387     0.387     0.386     0.385
C1908TS405_2  0.353    0.365    0.374    0.367    0.364    0.357    0.352    0.356    0.357    0.353     0.342     0.338     0.335     0.333     0.331     0.329     0.331     0.331
C1908TS345_2  0.334    0.341    0.352    0.350    0.346    0.346    0.350    0.349    0.348    0.347     0.347     0.348     0.349     0.348     0.347     0.346     0.345     0.343
C1908TS405_3  0.305    0.326    0.321    0.328    0.333    0.330    0.327    0.326    0.324    0.323     0.318     0.317     0.314     0.313     0.314     0.315     0.315     0.314
C1908TS211_5  0.300    0.300    0.305    0.305    0.305    0.305    0.304    0.304    0.304    0.305     0.307     0.308     0.310     0.309     0.309     0.308     0.309     0.308
C1908TS215_5  0.278    0.280    0.280    0.284    0.284    0.284    0.289    0.288    0.289    0.288     0.290     0.290     0.294     0.292     0.294     0.293     0.292     0.292
C1908TS131_5  0        0.430    0.418    0.436    0.425    0.422    0.427    0.420    0.420    0.419     0.419     0.419     0.420     0.418     0.415     0.412     0.407     0.403
